identificatie,postcode,huisnummer,oppervlakte,gebruiksdoel,status,pand_identificatie
0361010000000712,1814ME,57,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000003077,1816HA,29,106,woonfunctie,Verblijfsobject in gebruik,0361100000019329
0361010000002657,1822BJ,22,898,industriefunctie,Verblijfsobject in gebruik,0361100000029637
0361010000001168,1827DL,114,56,woonfunctie,Verblijfsobject in gebruik,0361100000041675
0361010000004648,1826BA,8,113,woonfunctie,Verblijfsobject in gebruik,0361100000033240
0361010000003583,1821AK,32,98,woonfunctie,Verblijfsobject in gebruik,0361100000011902
0361010000002233,1826HP,12,116,woonfunctie,Verblijfsobject in gebruik,0361100000037522
0361010000001577,1811HB,7,69,woonfunctie,Verblijfsobject in gebruik,0361100000105184
0361010000003078,1816HB,30,102,woonfunctie,Verblijfsobject in gebruik,0361100000019574
0361010000004649,1826BA,9,113,woonfunctie,Verblijfsobject in gebruik,0361100000033238
0361010000001169,1827DL,115,65,woonfunctie,Verblijfsobject in gebruik,0361100000041674
0361010000003584,1821AH,33,118,woonfunctie,Verblijfsobject in gebruik,0361100000101217
0361010000002234,1826HP,13,116,woonfunctie,Verblijfsobject in gebruik,0361100000037520
0361010000000713,1814ME,59,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000001579,1825LB,1,120,woonfunctie,Verblijfsobject in gebruik,0361100000040914
0361010000001170,1827DL,116,65,woonfunctie,Verblijfsobject in gebruik,0361100000041674
0361010000004650,1826BA,10,124,woonfunctie,Verblijfsobject in gebruik,0361100000033237
0361010000002658,1822BJ,22,133,woonfunctie,Verblijfsobject in gebruik,0361100000029637
0361010000004122,1816TR,1,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000015175
0361010000005110,1814JD,41,127,woonfunctie,Verblijfsobject in gebruik,0361100000003657
0361010000002235,1826HP,14,116,woonfunctie,Verblijfsobject in gebruik,0361100000037519
0361010000003079,1816HA,31,103,woonfunctie,Verblijfsobject in gebruik,0361100000019328
0361010000001580,1825LB,2,93,woonfunctie,Verblijfsobject in gebruik,0361100000040746
0361010000002659,1822BJ,24,1896,industriefunctie,Verblijfsobject in gebruik,0361100000029784
0361010000004123,1816TR,2,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102170
0361010000002660,1822BH,25,4158,industriefunctie,Verblijfsobject in gebruik,0361100000029997
0361010000004124,1816TR,3,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102132
0361010000000714,1814ME,61,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002236,1826HP,15,116,woonfunctie,Verblijfsobject in gebruik,0361100000037518
0361010000002661,1822BJ,26,1083,kantoorfunctie,Verblijfsobject in gebruik,0361100000101382
0361010000001171,1827DL,117,63,woonfunctie,Verblijfsobject in gebruik,0361100000041674
0361010000004125,1816TR,4,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102171
0361010000001581,1825LB,3,108,woonfunctie,Verblijfsobject in gebruik,0361100000040913
0361010000003080,1816HB,32,103,woonfunctie,Verblijfsobject in gebruik,0361100000019571
0361010000004126,1816TR,5,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000015174
0361010000004652,1826BA,12,122,woonfunctie,Verblijfsobject in gebruik,0361100000033232
0361010000002237,1826HP,16,116,woonfunctie,Verblijfsobject in gebruik,0361100000037517
0361010000004127,1816TR,6,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102172
0361010000002662,1822BH,27,2881,industriefunctie,Verblijfsobject in gebruik,0361100000030386
0361010000001582,1825LB,4,109,woonfunctie,Verblijfsobject in gebruik,0361100000040745
0361010000000715,1814ME,63,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000005111,1814JE,42,120,woonfunctie,Verblijfsobject in gebruik,0361100000003468
0361010000003081,1816HA,33,102,woonfunctie,Verblijfsobject in gebruik,0361100000019323
0361010000002663,1822BJ,28,3484,industriefunctie,Verblijfsobject in gebruik,0361100000030527
0361010000001172,1827DL,118,63,woonfunctie,Verblijfsobject in gebruik,0361100000041674
0361010000004653,1826BA,13,99,woonfunctie,Verblijfsobject in gebruik,0361100000033231
0361010000002238,1826HP,17,116,woonfunctie,Verblijfsobject in gebruik,0361100000037516
0361010000002664,1822BJ,28,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000030527
0361010000001583,1825LB,5,111,woonfunctie,Verblijfsobject in gebruik,0361100000040912
0361010000004654,1826BA,14,100,woonfunctie,Verblijfsobject in gebruik,0361100000033230
0361010000002239,1826HP,18,116,woonfunctie,Verblijfsobject in gebruik,0361100000037515
0361010000005112,1814JE,42,100,woonfunctie,Verblijfsobject in gebruik,0361100000003467
0361010000003082,1816HB,34,109,woonfunctie,Verblijfsobject in gebruik,0361100000019569
0361010000000716,1814ME,65,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000001173,1827DL,119,56,woonfunctie,Verblijfsobject in gebruik,0361100000041674
0361010000003586,1821AH,35,107,woonfunctie,Verblijfsobject in gebruik,0361100000101218
0361010000004129,1816TR,8,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102173
0361010000002666,1822BH,29,151,kantoorfunctie,Verblijfsobject in gebruik,0361100000122476
0361010000001584,1825LB,6,97,woonfunctie,Verblijfsobject in gebruik,0361100000040744
0361010000004655,1826BA,15,144,woonfunctie,Verblijfsobject in gebruik,0361100000033083
0361010000002240,1826HP,19,78,woonfunctie,Verblijfsobject in gebruik,0361100000037629
0361010000004130,1816TR,9,113,woonfunctie,Verblijfsobject in gebruik,0361100000015005
0361010000000717,1814ME,67,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000004131,1816TR,10,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102174
0361010000002241,1826HP,20,78,woonfunctie,Verblijfsobject in gebruik,0361100000037630
0361010000001174,1827DL,120,56,woonfunctie,Verblijfsobject in gebruik,0361100000041674
0361010000001585,1825LB,7,110,woonfunctie,Verblijfsobject in gebruik,0361100000040911
0361010000005113,1814JD,43,121,woonfunctie,Verblijfsobject in gebruik,0361100000003656
0361010000003083,1816HA,35,112,woonfunctie,Verblijfsobject in gebruik,0361100000019320
0361010000002673,1822BJ,32,292,kantoorfunctie,Verblijfsobject in gebruik,0361100000031228
0361010000003588,1821AH,37,114,woonfunctie,Verblijfsobject in gebruik,0361100000101216
0361010000002675,1822BJ,34,563,industriefunctie,Verblijfsobject in gebruik,0361100000031298
0361010000004132,1816TR,11,104,woonfunctie,Verblijfsobject in gebruik,0361100000015002
0361010000002242,1826HP,21,78,woonfunctie,Verblijfsobject in gebruik,0361100000037631
0361010000001175,1827DL,121,65,woonfunctie,Verblijfsobject in gebruik,0361100000041673
0361010000001586,1825LB,8,102,woonfunctie,Verblijfsobject in gebruik,0361100000040743
0361010000004657,1826BA,17,117,woonfunctie,Verblijfsobject in gebruik,0361100000033081
0361010000000718,1814ME,69,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000003589,1821AK,38,86,woonfunctie,Verblijfsobject in gebruik,0361100000011427
0361010000003084,1816HB,36,103,woonfunctie,Verblijfsobject in gebruik,0361100000019565
0361010000002243,1826HP,22,78,woonfunctie,Verblijfsobject in gebruik,0361100000037632
0361010000001176,1827DL,122,65,woonfunctie,Verblijfsobject in gebruik,0361100000041673
0361010000005114,1814JE,44,148,woonfunctie,Verblijfsobject in gebruik,0361100000003340
0361010000001587,1825LB,9,100,woonfunctie,Verblijfsobject in gebruik,0361100000040909
0361010000004133,1816TR,12,121,woonfunctie,Verblijfsobject in gebruik,0361100000014696
0361010000004658,1826BA,18,113,woonfunctie,Verblijfsobject in gebruik,0361100000033080
0361010000002679,1822BJ,40,2070,kantoorfunctie,Verblijfsobject in gebruik,0361100000032742
0361010000002244,1826HR,23,78,woonfunctie,Verblijfsobject in gebruik,0361100000037678
0361010000000719,1814ME,71,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002680,1822BJ,40,1382,industriefunctie,Verblijfsobject in gebruik,0361100000032742
0361010000001588,1825LB,10,104,woonfunctie,Verblijfsobject in gebruik,0361100000040742
0361010000003591,1821AK,40,75,woonfunctie,Verblijfsobject in gebruik,0361100000011426
0361010000004134,1816TR,13,107,woonfunctie,Verblijfsobject in gebruik,0361100000015000
0361010000004659,1826BA,19,113,woonfunctie,Verblijfsobject in gebruik,0361100000033079
0361010000001177,1827DL,123,63,woonfunctie,Verblijfsobject in gebruik,0361100000041673
0361010000002681,1822BJ,42,380,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000002245,1826HR,24,78,woonfunctie,Verblijfsobject in gebruik,0361100000037675
0361010000003085,1816HA,37,105,woonfunctie,Verblijfsobject in gebruik,0361100000019319
0361010000002682,1822BJ,42,110,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000005115,1814JD,45,102,woonfunctie,Verblijfsobject in gebruik,0361100000003434
0361010000001589,1825LB,11,105,woonfunctie,Verblijfsobject in gebruik,0361100000040908
0361010000003593,1821AK,42,76,woonfunctie,Verblijfsobject in gebruik,0361100000011424
0361010000004660,1826BA,20,121,woonfunctie,Verblijfsobject in gebruik,0361100000033078
0361010000002683,1822BJ,42,265,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000000720,1814ME,73,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002246,1826HR,25,78,woonfunctie,Verblijfsobject in gebruik,0361100000037674
0361010000003086,1816HB,38,102,woonfunctie,Verblijfsobject in gebruik,0361100000019560
0361010000002684,1822BJ,42,260,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000004135,1816TR,14,105,woonfunctie,Verblijfsobject in gebruik,0361100000014693
0361010000001178,1827DL,124,63,woonfunctie,Verblijfsobject in gebruik,0361100000041673
0361010000002685,1822BJ,42,226,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000002686,1822BJ,42,332,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000002247,1826HR,26,78,woonfunctie,Verblijfsobject in gebruik,0361100000037673
0361010000004136,1816TR,15,114,woonfunctie,Verblijfsobject in gebruik,0361100000014999
0361010000002687,1822BJ,42,465,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000000721,1814ME,75,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000005116,1814JD,47,97,woonfunctie,Verblijfsobject in gebruik,0361100000003433
0361010000003597,1821AK,46,81,woonfunctie,Verblijfsobject in gebruik,0361100000011422
0361010000001590,1825LB,12,104,woonfunctie,Verblijfsobject in gebruik,0361100000040741
0361010000003087,1816HA,39,103,woonfunctie,Verblijfsobject in gebruik,0361100000019318
0361010000002688,1822BJ,42,113,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000001179,1827DL,125,56,woonfunctie,Verblijfsobject in gebruik,0361100000041673
0361010000002248,1826HR,27,111,woonfunctie,Verblijfsobject in gebruik,0361100000037642
0361010000002689,1822BJ,42,215,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000001591,1825LB,13,107,woonfunctie,Verblijfsobject in gebruik,0361100000040791
0361010000002690,1822BJ,42,220,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000005117,1814JD,49,91,woonfunctie,Verblijfsobject in gebruik,0361100000003432
0361010000002249,1826HR,28,113,woonfunctie,Verblijfsobject in gebruik,0361100000037641
0361010000002691,1822BJ,42,195,industriefunctie,Verblijfsobject in gebruik,0361100000033086
0361010000000722,1814MG,77,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000004663,1826BB,24,107,woonfunctie,Verblijfsobject in gebruik,0361100000033133
0361010000003088,1816HB,40,103,woonfunctie,Verblijfsobject in gebruik,0361100000102079
0361010000002693,1822BJ,48,7752,industriefunctie,Verblijfsobject in gebruik,0361100000034137
0361010000001592,1825LB,15,93,woonfunctie,Verblijfsobject in gebruik,0361100000040790
0361010000001180,1827DL,126,56,woonfunctie,Verblijfsobject in gebruik,0361100000041673
0361010000004137,1816TR,16,119,woonfunctie,Verblijfsobject in gebruik,0361100000014692
0361010000002694,1822BN,49,115,kantoorfunctie,Verblijfsobject in gebruik,0361100000033770
0361010000004664,1826BB,25,107,woonfunctie,Verblijfsobject in gebruik,0361100000033134
0361010000004138,1816TR,17,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102131
0361010000002250,1826HR,29,75,woonfunctie,Verblijfsobject in gebruik,0361100000037640
0361010000002698,1822BN,51,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000034807
0361010000003089,1816HA,41,122,woonfunctie,Verblijfsobject in gebruik,0361100000019317
0361010000001593,1825LB,17,112,woonfunctie,Verblijfsobject in gebruik,0361100000040789
0361010000005118,1814JD,51,92,woonfunctie,Verblijfsobject in gebruik,0361100000003431
0361010000000723,1814MG,79,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000004665,1826BB,26,112,woonfunctie,Verblijfsobject in gebruik,0361100000033135
0361010000002251,1826HR,30,83,woonfunctie,Verblijfsobject in gebruik,0361100000037640
0361010000002700,1822BZ,60,1023,"industriefunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000035901
0361010000001594,1825LB,19,102,woonfunctie,Verblijfsobject in gebruik,0361100000040788
0361010000002701,1822BN,65,634,industriefunctie,Verblijfsobject in gebruik,0361100000035331
0361010000004139,1816TR,18,105,woonfunctie,Verblijfsobject in gebruik,0361100000014690
0361010000002702,1822BN,67,1845,industriefunctie,Verblijfsobject in gebruik,0361100000035472
0361010000004666,1826BB,27,120,woonfunctie,Verblijfsobject in gebruik,0361100000033137
0361010000000724,1814MG,81,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002252,1826HR,31,75,woonfunctie,Verblijfsobject in gebruik,0361100000037640
0361010000004140,1816TR,19,15,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102130
0361010000001595,1811DC,1,123,woonfunctie,Verblijfsobject in gebruik,0361100000104192
0361010000003090,1816HB,42,130,woonfunctie,Verblijfsobject in gebruik,0361100000019559
0361010000001596,1811DC,2,170,kantoorfunctie,Verblijfsobject in gebruik,0361100000104226
0361010000002703,1822BN,69,384,industriefunctie,Verblijfsobject in gebruik,0361100000035581
0361010000004667,1826BB,28,120,woonfunctie,Verblijfsobject in gebruik,0361100000033139
0361010000002253,1826HR,32,81,woonfunctie,Verblijfsobject in gebruik,0361100000037640
0361010000005119,1814JD,53,102,woonfunctie,Verblijfsobject in gebruik,0361100000003430
0361010000003091,1811NJ,2,112,woonfunctie,Verblijfsobject in gebruik,0361100000107047
0361010000001597,1811DC,3,174,woonfunctie,Verblijfsobject in gebruik,0361100000104160
0361010000000725,1814MG,83,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000004141,1816TR,20,107,woonfunctie,Verblijfsobject in gebruik,0361100000014687
0361010000004668,1826BB,29,107,woonfunctie,Verblijfsobject in gebruik,0361100000033258
0361010000004142,1816TR,21,18,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000102129
0361010000001187,1813KM,17,113,woonfunctie,Verblijfsobject in gebruik,0361100000000603
0361010000002704,1822BN,69,150,woonfunctie,Verblijfsobject in gebruik,0361100000035581
0361010000001598,1811DC,4,119,woonfunctie,Verblijfsobject in gebruik,0361100000104241
0361010000005120,1814JD,55,96,woonfunctie,Verblijfsobject in gebruik,0361100000003429
0361010000004669,1826BB,30,107,woonfunctie,Verblijfsobject in gebruik,0361100000033259
0361010000002705,1822BN,77,2500,kantoorfunctie,Verblijfsobject in gebruik,0361100000035964
0361010000000726,1814MG,85,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000003092,1811NJ,3,102,woonfunctie,Verblijfsobject in gebruik,0361100000104747
0361010000004670,1826BB,31,107,woonfunctie,Verblijfsobject in gebruik,0361100000103149
0361010000004143,1816TR,22,107,woonfunctie,Verblijfsobject in gebruik,0361100000102175
0361010000005121,1814JD,57,101,woonfunctie,Verblijfsobject in gebruik,0361100000003428
0361010000002706,1815DA,1,6370,onderwijsfunctie,Verblijfsobject in gebruik,0361100000100444
0361010000000727,1814MG,87,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000005122,1824DW,2,398,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000028723
0361010000002254,1816HC,1,135,woonfunctie,Verblijfsobject in gebruik,0361100000019756
0361010000002707,1815AC,1,11195,onderwijsfunctie,Verblijfsobject in gebruik,0361100000100730
0361010000004671,1826BB,32,93,woonfunctie,Verblijfsobject in gebruik,0361100000033261
0361010000001600,1811DC,6,95,woonfunctie,Verblijfsobject in gebruik,0361100000104242
0361010000003626,1827EH,2,112,woonfunctie,Verblijfsobject in gebruik,0361100000040624
0361010000005123,1824DW,4,100,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000028723
0361010000004144,1816TR,24,107,woonfunctie,Verblijfsobject in gebruik,0361100000014685
0361010000004672,1826BB,33,93,woonfunctie,Verblijfsobject in gebruik,0361100000033262
0361010000002708,1815AD,2,98,woonfunctie,Verblijfsobject in gebruik,0361100000021532
0361010000000728,1814MG,89,70,woonfunctie,Verblijfsobject in gebruik,0361100000001225
0361010000002709,1815AD,2,65,kantoorfunctie,Verblijfsobject in gebruik,0361100000021532
0361010000003093,1811NJ,5,96,woonfunctie,Verblijfsobject in gebruik,0361100000104749
0361010000004673,1826BB,34,100,woonfunctie,Verblijfsobject in gebruik,0361100000033549
0361010000005125,1825JM,1,113,woonfunctie,Verblijfsobject in gebruik,0361100000037988
0361010000004145,1816TR,26,119,woonfunctie,Verblijfsobject in gebruik,0361100000014683
0361010000003628,1827EH,4,110,woonfunctie,Verblijfsobject in gebruik,0361100000040625
0361010000001189,1813KM,21,111,woonfunctie,Verblijfsobject in gebruik,0361100000000598
